geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037532303,6037532303,2018,633,1102,1122
1400000US06037532304,6037532304,2018,924,1028,1047
1400000US06037532500,6037532500,2018,773,1040,1059
1400000US06037532605,6037532605,2018,900,944,961
1400000US06037532606,6037532606,2018,1033,924,941
1400000US06037532607,6037532607,2018,1205,1110,1131
1400000US06037532700,6037532700,2018,405,1169,1190
1400000US06037532800,6037532800,2018,643,1015,1034
1400000US06037532900,6037532900,2018,1214,989,1007
1400000US06037533001,6037533001,2018,684,1031,1050
1400000US06037533002,6037533002,2018,201,1058,1077
1400000US06037533103,6037533103,2018,862,1009,1028
1400000US06037533104,6037533104,2018,1101,942,959
1400000US06037533105,6037533105,2018,602,1105,1125
1400000US06037533108,6037533108,2018,1099,1020,1038
1400000US06037533201,6037533201,2018,493,1060,1079
1400000US06037533204,6037533204,2018,711,1158,1180
1400000US06037533300,6037533300,2018,714,936,953
1400000US06037533401,6037533401,2018,795,1105,1125
1400000US06037533402,6037533402,2018,727,1007,1025
1400000US06037533403,6037533403,2018,482,986,1004
1400000US06037533501,6037533501,2018,526,1103,1123
1400000US06037533504,6037533504,2018,627,1082,1102
1400000US06037533601,6037533601,2018,939,1266,1289
1400000US06037533602,6037533602,2018,950,1089,1109
1400000US06037533603,6037533603,2018,1308,1067,1087
1400000US06037533701,6037533701,2018,719,956,974
1400000US06037533702,6037533702,2018,685,1171,1192
1400000US06037533703,6037533703,2018,544,998,1016
1400000US06037533803,6037533803,2018,1103,1178,1200
1400000US06037533804,6037533804,2018,765,1001,1019
1400000US06037533805,6037533805,2018,599,1178,1200
1400000US06037533806,6037533806,2018,491,1232,1255
1400000US06037533901,6037533901,2018,1108,1186,1208
1400000US06037533902,6037533902,2018,712,1275,1298
1400000US06037534001,6037534001,2018,958,1146,1167
1400000US06037534002,6037534002,2018,648,1394,1420
1400000US06037534101,6037534101,2018,372,1099,1119
1400000US06037534102,6037534102,2018,1244,1176,1198
1400000US06037534201,6037534201,2018,737,1261,1284
1400000US06037534202,6037534202,2018,1066,1132,1153
1400000US06037534203,6037534203,2018,672,1163,1184
1400000US06037534301,6037534301,2018,921,1103,1123
1400000US06037534302,6037534302,2018,767,1280,1304
1400000US06037534403,6037534403,2018,603,1213,1235
1400000US06037534404,6037534404,2018,789,1172,1193
1400000US06037534405,6037534405,2018,856,1225,1247
1400000US06037534406,6037534406,2018,1019,1334,1358
1400000US06037534501,6037534501,2018,621,1119,1139
1400000US06037534502,6037534502,2018,331,1023,1042
1400000US06037534700,6037534700,2018,233,1139,1160
1400000US06037534802,6037534802,2018,336,1078,1098
1400000US06037534803,6037534803,2018,717,1087,1107
1400000US06037534804,6037534804,2018,442,1019,1038
1400000US06037534900,6037534900,2018,817,1178,1200
1400000US06037535001,6037535001,2018,614,1049,1068
1400000US06037535002,6037535002,2018,547,1088,1108
1400000US06037535101,6037535101,2018,1156,1163,1184
1400000US06037535102,6037535102,2018,594,1149,1170
1400000US06037535200,6037535200,2018,719,1291,1315
1400000US06037535300,6037535300,2018,819,1036,1055
1400000US06037535400,6037535400,2018,429,1185,1207
1400000US06037535501,6037535501,2018,825,991,1009
1400000US06037535502,6037535502,2018,891,1139,1160
1400000US06037535503,6037535503,2018,436,1055,1074
1400000US06037535603,6037535603,2018,619,1099,1119
1400000US06037535604,6037535604,2018,626,1120,1141
1400000US06037535605,6037535605,2018,816,1166,1187
1400000US06037535606,6037535606,2018,326,977,995
1400000US06037535607,6037535607,2018,480,1145,1166
1400000US06037535701,6037535701,2018,902,1102,1122
1400000US06037535702,6037535702,2018,949,1102,1122
1400000US06037535802,6037535802,2018,769,1057,1076
1400000US06037535803,6037535803,2018,831,1144,1165
1400000US06037535804,6037535804,2018,943,1166,1187
1400000US06037535901,6037535901,2018,725,1191,1213
1400000US06037535902,6037535902,2018,439,1344,1369
1400000US06037536000,6037536000,2018,726,1053,1072
1400000US06037536102,6037536102,2018,370,1365,1390
1400000US06037536103,6037536103,2018,686,1150,1171
1400000US06037536104,6037536104,2018,591,1249,1272
1400000US06037536201,6037536201,2018,640,1174,1195
1400000US06037536202,6037536202,2018,367,1157,1178
1400000US06037540000,6037540000,2018,806,1241,1264
1400000US06037540101,6037540101,2018,500,1362,1387
1400000US06037540102,6037540102,2018,699,1281,1304
1400000US06037540201,6037540201,2018,498,1025,1044
1400000US06037540202,6037540202,2018,1315,1071,1091
1400000US06037540203,6037540203,2018,932,1189,1211
1400000US06037540300,6037540300,2018,559,1020,1039
1400000US06037540400,6037540400,2018,256,1074,1094
1400000US06037540501,6037540501,2018,516,1187,1209
1400000US06037540502,6037540502,2018,1289,1110,1130
1400000US06037540600,6037540600,2018,758,1178,1200
1400000US06037540700,6037540700,2018,426,1217,1239
1400000US06037540800,6037540800,2018,490,1144,1165
1400000US06037540901,6037540901,2018,550,1293,1317
1400000US06037540902,6037540902,2018,563,1142,1163
1400000US06037541003,6037541003,2018,223,1088,1108
1400000US06037541100,6037541100,2018,317,933,950
1400000US06037541200,6037541200,2018,637,1644,1674
1400000US06037541300,6037541300,2018,476,1521,1549
1400000US06037541401,6037541401,2018,529,1342,1367
1400000US06037541402,6037541402,2018,320,1342,1367
1400000US06037541500,6037541500,2018,834,1176,1197
1400000US06037541603,6037541603,2018,424,1084,1104
1400000US06037541604,6037541604,2018,918,1093,1113
1400000US06037541605,6037541605,2018,751,1193,1215
1400000US06037541606,6037541606,2018,419,1094,1114
1400000US06037541700,6037541700,2018,436,1231,1254
1400000US06037541801,6037541801,2018,752,1218,1240
1400000US06037541802,6037541802,2018,457,1236,1259
1400000US06037542000,6037542000,2018,471,1245,1268
1400000US06037542103,6037542103,2018,360,1244,1267
1400000US06037542104,6037542104,2018,253,1181,1203
1400000US06037542105,6037542105,2018,728,1148,1169
1400000US06037542106,6037542106,2018,468,1074,1094
1400000US06037542200,6037542200,2018,665,1008,1026
1400000US06037542401,6037542401,2018,398,1223,1245
1400000US06037542402,6037542402,2018,245,1198,1220
1400000US06037542501,6037542501,2018,596,740,754
1400000US06037542502,6037542502,2018,979,1145,1166
1400000US06037542601,6037542601,2018,446,968,986
1400000US06037542602,6037542602,2018,843,1128,1149
1400000US06037542700,6037542700,2018,457,1377,1402
1400000US06037542800,6037542800,2018,175,1029,1048
1400000US06037542900,6037542900,2018,266,1268,1291
1400000US06037543000,6037543000,2018,425,1280,1303
1400000US06037543100,6037543100,2018,573,1415,1441
1400000US06037543201,6037543201,2018,370,1389,1414
1400000US06037543203,6037543203,2018,658,1245,1267
1400000US06037543304,6037543304,2018,143,2493,2539
1400000US06037543305,6037543305,2018,105,1113,1133
1400000US06037543306,6037543306,2018,547,1814,1847
1400000US06037543321,6037543321,2018,227,1406,1432
1400000US06037543322,6037543322,2018,161,2706,2756
1400000US06037543400,6037543400,2018,167,1755,1787
1400000US06037543501,6037543501,2018,1023,1156,1177
1400000US06037543502,6037543502,2018,613,1354,1379
1400000US06037543503,6037543503,2018,762,1528,1556
1400000US06037543601,6037543601,2018,326,1381,1406
1400000US06037543603,6037543603,2018,234,1031,1050
1400000US06037543605,6037543605,2018,463,1507,1535
1400000US06037543606,6037543606,2018,324,1507,1535
1400000US06037543607,6037543607,2018,98,1537,1565
1400000US06037543701,6037543701,2018,152,1899,1934
1400000US06037543703,6037543703,2018,180,1171,1192
1400000US06037543704,6037543704,2018,320,1616,1646
1400000US06037543705,6037543705,2018,309,1616,1646
1400000US06037543801,6037543801,2018,283,1379,1404
1400000US06037543803,6037543803,2018,542,1344,1369
1400000US06037543804,6037543804,2018,430,1344,1369
1400000US06037543903,6037543903,2018,199,1825,1858
1400000US06037543905,6037543905,2018,438,1481,1508
1400000US06037544001,6037544001,2018,332,1419,1445
1400000US06037544002,6037544002,2018,297,1471,1498
1400000US06037550101,6037550101,2018,150,1253,1276
1400000US06037550201,6037550201,2018,302,1171,1192
1400000US06037550202,6037550202,2018,274,1750,1782
1400000US06037550301,6037550301,2018,506,1639,1669
1400000US06037550501,6037550501,2018,252,1627,1657
1400000US06037550502,6037550502,2018,507,1624,1654
1400000US06037550601,6037550601,2018,966,1257,1280
1400000US06037550602,6037550602,2018,151,2144,2183
1400000US06037550700,6037550700,2018,358,1621,1651
1400000US06037550801,6037550801,2018,528,1300,1324
1400000US06037550802,6037550802,2018,437,1300,1324
1400000US06037550901,6037550901,2018,1101,1311,1335
1400000US06037550902,6037550902,2018,1370,1293,1317
1400000US06037551001,6037551001,2018,393,1493,1520
1400000US06037551002,6037551002,2018,266,1493,1520
1400000US06037551101,6037551101,2018,807,1163,1184
1400000US06037551102,6037551102,2018,1519,1361,1386
1400000US06037551201,6037551201,2018,737,1373,1398
1400000US06037551203,6037551203,2018,643,1453,1480
1400000US06037551204,6037551204,2018,603,1453,1480
1400000US06037551300,6037551300,2018,1253,1316,1340
1400000US06037551401,6037551401,2018,857,1237,1260
1400000US06037551402,6037551402,2018,454,1594,1623
1400000US06037551501,6037551501,2018,589,1415,1441
1400000US06037551502,6037551502,2018,496,1447,1474
1400000US06037551700,6037551700,2018,717,1524,1552
1400000US06037551801,6037551801,2018,517,1396,1422
1400000US06037551802,6037551802,2018,492,1396,1422
1400000US06037551900,6037551900,2018,337,1614,1644
1400000US06037552001,6037552001,2018,287,1785,1818
1400000US06037552002,6037552002,2018,515,1506,1534
1400000US06037552100,6037552100,2018,780,1114,1134
1400000US06037552200,6037552200,2018,1241,1313,1337
1400000US06037552301,6037552301,2018,491,1873,1907
1400000US06037552302,6037552302,2018,616,1236,1259
1400000US06037552400,6037552400,2018,118,1382,1407
1400000US06037552601,6037552601,2018,276,1592,1621
1400000US06037552602,6037552602,2018,445,1599,1628
1400000US06037552700,6037552700,2018,393,1495,1522
1400000US06037552800,6037552800,2018,631,1510,1538
1400000US06037552900,6037552900,2018,867,1693,1724
1400000US06037553000,6037553000,2018,288,1758,1790
1400000US06037553100,6037553100,2018,1023,1743,1775
1400000US06037553201,6037553201,2018,283,1278,1301
1400000US06037553202,6037553202,2018,241,1278,1301
1400000US06037553300,6037553300,2018,216,831,846
1400000US06037553400,6037553400,2018,338,1458,1485
1400000US06037553502,6037553502,2018,828,1296,1320
1400000US06037553503,6037553503,2018,484,1381,1406
1400000US06037553504,6037553504,2018,726,1306,1330
1400000US06037553601,6037553601,2018,947,1301,1325
1400000US06037553602,6037553602,2018,958,1607,1636
1400000US06037553701,6037553701,2018,539,1221,1243
1400000US06037553702,6037553702,2018,562,1281,1305
1400000US06037553801,6037553801,2018,847,1324,1348
1400000US06037553802,6037553802,2018,1295,1251,1274
1400000US06037553901,6037553901,2018,757,1310,1334
1400000US06037553902,6037553902,2018,1050,1409,1435
1400000US06037554001,6037554001,2018,331,1245,1268
1400000US06037554002,6037554002,2018,1076,1276,1299
1400000US06037554101,6037554101,2018,686,1229,1252
1400000US06037554105,6037554105,2018,1391,1300,1324
1400000US06037554106,6037554106,2018,700,1284,1307
1400000US06037554201,6037554201,2018,586,1659,1689
1400000US06037554203,6037554203,2018,826,1079,1099
1400000US06037554204,6037554204,2018,1493,1116,1136
1400000US06037554301,6037554301,2018,622,1581,1610
1400000US06037554302,6037554302,2018,792,1326,1350
1400000US06037554403,6037554403,2018,1286,1272,1295
1400000US06037554404,6037554404,2018,1021,1363,1388
1400000US06037554405,6037554405,2018,1000,1213,1235
1400000US06037554406,6037554406,2018,722,1302,1326
1400000US06037554511,6037554511,2018,279,2246,2287
1400000US06037554512,6037554512,2018,325,2544,2591
1400000US06037554513,6037554513,2018,258,2353,2396
1400000US06037554514,6037554514,2018,401,2194,2234
1400000US06037554515,6037554515,2018,202,2427,2471
1400000US06037554516,6037554516,2018,145,3071,3127
1400000US06037554517,6037554517,2018,582,1991,2027
1400000US06037554518,6037554518,2018,219,2521,2567
1400000US06037554519,6037554519,2018,158,2750,2800
1400000US06037554521,6037554521,2018,640,1838,1872
1400000US06037554522,6037554522,2018,198,2604,2652
1400000US06037554600,6037554600,2018,622,1595,1624
1400000US06037554700,6037554700,2018,297,1760,1792
1400000US06037554801,6037554801,2018,322,1559,1588
1400000US06037554802,6037554802,2018,895,1645,1675
1400000US06037554900,6037554900,2018,1204,1563,1592
1400000US06037555001,6037555001,2018,538,1634,1664
1400000US06037555002,6037555002,2018,515,1642,1672
1400000US06037555105,6037555105,2018,790,1392,1418
1400000US06037555106,6037555106,2018,651,1336,1361
1400000US06037555107,6037555107,2018,843,1532,1560
1400000US06037555202,6037555202,2018,76,2425,2469
1400000US06037555211,6037555211,2018,804,1298,1322
1400000US06037555212,6037555212,2018,622,1485,1512
1400000US06037555300,6037555300,2018,221,1282,1306
1400000US06037570001,6037570001,2018,425,1395,1421
1400000US06037570002,6037570002,2018,164,1205,1227
1400000US06037570003,6037570003,2018,296,2073,2111
1400000US06037570100,6037570100,2018,157,2060,2098
1400000US06037570202,6037570202,2018,501,1338,1363
1400000US06037570203,6037570203,2018,983,1256,1279
1400000US06037570204,6037570204,2018,724,1106,1126
1400000US06037570303,6037570303,2018,683,1261,1284
1400000US06037570304,6037570304,2018,859,1160,1181
1400000US06037570305,6037570305,2018,1054,1105,1125
1400000US06037570306,6037570306,2018,665,1105,1125
1400000US06037570402,6037570402,2018,208,1352,1377
1400000US06037570403,6037570403,2018,727,1112,1132
1400000US06037570404,6037570404,2018,409,1319,1343
1400000US06037570502,6037570502,2018,844,1298,1322
1400000US06037570503,6037570503,2018,304,1255,1278
1400000US06037570504,6037570504,2018,535,1255,1278
1400000US06037570601,6037570601,2018,855,1155,1176
1400000US06037570602,6037570602,2018,995,1313,1337
1400000US06037570603,6037570603,2018,1561,1298,1322
1400000US06037570701,6037570701,2018,1231,1696,1727
1400000US06037570703,6037570703,2018,255,1860,1894
1400000US06037570800,6037570800,2018,345,1986,2022
1400000US06037570901,6037570901,2018,225,2330,2373
1400000US06037570902,6037570902,2018,316,1835,1869
1400000US06037571000,6037571000,2018,255,2172,2212
1400000US06037571101,6037571101,2018,230,2177,2217
1400000US06037571102,6037571102,2018,254,2082,2120
1400000US06037571201,6037571201,2018,755,1314,1338
1400000US06037571202,6037571202,2018,757,1314,1338
1400000US06037571300,6037571300,2018,203,1779,1812
1400000US06037571400,6037571400,2018,457,1455,1482
1400000US06037571502,6037571502,2018,748,1316,1340
1400000US06037571504,6037571504,2018,1048,1165,1186
1400000US06037571505,6037571505,2018,349,1531,1559
1400000US06037571600,6037571600,2018,791,347,353
1400000US06037571701,6037571701,2018,1094,1246,1269
1400000US06037571703,6037571703,2018,709,1178,1200
1400000US06037571704,6037571704,2018,744,1153,1174
1400000US06037571800,6037571800,2018,386,1575,1604
1400000US06037571900,6037571900,2018,1279,1359,1384
1400000US06037572001,6037572001,2018,839,1446,1472
1400000US06037572201,6037572201,2018,1068,1267,1290
1400000US06037572202,6037572202,2018,290,1154,1175
1400000US06037572301,6037572301,2018,608,1357,1382
1400000US06037572500,6037572500,2018,795,468,477
1400000US06037572600,6037572600,2018,291,1656,1686
1400000US06037572700,6037572700,2018,444,1167,1188
1400000US06037573002,6037573002,2018,1079,1091,1111
1400000US06037573003,6037573003,2018,238,1053,1072
1400000US06037573004,6037573004,2018,1431,1144,1165
1400000US06037573101,6037573101,2018,732,1170,1191
1400000US06037573102,6037573102,2018,926,1170,1191
1400000US06037573201,6037573201,2018,922,1060,1079
1400000US06037573202,6037573202,2018,1118,1189,1211
1400000US06037573300,6037573300,2018,791,1196,1218
1400000US06037573401,6037573401,2018,411,1190,1212
1400000US06037573402,6037573402,2018,1708,1329,1353
1400000US06037573403,6037573403,2018,353,2245,2286
1400000US06037573601,6037573601,2018,357,2418,2463
1400000US06037573700,6037573700,2018,217,2268,2310
1400000US06037573800,6037573800,2018,202,2544,2591
1400000US06037573902,6037573902,2018,129,1517,1545
1400000US06037574000,6037574000,2018,225,2158,2198
1400000US06037574100,6037574100,2018,376,2268,2310
1400000US06037574201,6037574201,2018,153,2019,2056
1400000US06037574202,6037574202,2018,416,1615,1645
1400000US06037574300,6037574300,2018,515,1817,1850
1400000US06037574400,6037574400,2018,309,2438,2483
1400000US06037574500,6037574500,2018,307,2680,2729
1400000US06037574602,6037574602,2018,107,2313,2355
1400000US06037574800,6037574800,2018,732,1360,1385
1400000US06037574901,6037574901,2018,266,1923,1958
1400000US06037574902,6037574902,2018,1406,1840,1874
1400000US06037575001,6037575001,2018,1145,1877,1912
1400000US06037575002,6037575002,2018,1044,1647,1677
1400000US06037575101,6037575101,2018,1141,1296,1320
1400000US06037575102,6037575102,2018,1106,1100,1120
1400000US06037575103,6037575103,2018,1751,1202,1224
1400000US06037575201,6037575201,2018,1030,1079,1099
1400000US06037575202,6037575202,2018,1023,1064,1083
1400000US06037575300,6037575300,2018,1169,979,997
1400000US06037575401,6037575401,2018,1155,1010,1029
1400000US06037575402,6037575402,2018,873,1109,1129
1400000US06037575801,6037575801,2018,636,1023,1042
1400000US06037575802,6037575802,2018,1395,1013,1032
1400000US06037575803,6037575803,2018,1114,855,871
1400000US06037575901,6037575901,2018,904,1121,1142
1400000US06037575902,6037575902,2018,2570,1131,1152
1400000US06037576001,6037576001,2018,2109,1766,1799
1400000US06037576200,6037576200,2018,2442,1092,1112
1400000US06037576301,6037576301,2018,1608,1077,1097
1400000US06037576302,6037576302,2018,1162,1101,1121
1400000US06037576401,6037576401,2018,1157,1119,1139
1400000US06037576402,6037576402,2018,1031,1132,1153
1400000US06037576403,6037576403,2018,1276,1218,1240
1400000US06037576501,6037576501,2018,1245,1091,1111
1400000US06037576502,6037576502,2018,1667,1196,1218
1400000US06037576503,6037576503,2018,1675,1132,1153
1400000US06037576601,6037576601,2018,2246,1374,1399
1400000US06037576602,6037576602,2018,2019,1389,1414
1400000US06037576700,6037576700,2018,1271,1482,1509
1400000US06037576801,6037576801,2018,1357,1364,1389
1400000US06037576802,6037576802,2018,1415,1245,1268
1400000US06037576901,6037576901,2018,1636,1162,1183
1400000US06037576903,6037576903,2018,1085,1208,1230
1400000US06037576904,6037576904,2018,962,1237,1260
1400000US06037577000,6037577000,2018,2525,1377,1402
1400000US06037577100,6037577100,2018,2228,1369,1394
1400000US06037577200,6037577200,2018,2265,1669,1700
1400000US06037577300,6037577300,2018,2518,1470,1497
1400000US06037577400,6037577400,2018,1092,1636,1666
1400000US06037577501,6037577501,2018,582,1739,1771
1400000US06037577504,6037577504,2018,446,1731,1763
1400000US06037577602,6037577602,2018,555,2093,2131
1400000US06037577604,6037577604,2018,115,2238,2279
1400000US06037577605,6037577605,2018,642,1597,1626
1400000US06037577606,6037577606,2018,486,1597,1626
1400000US06037577700,6037577700,2018,324,1415,1441
1400000US06037577800,6037577800,2018,302,1607,1636
1400000US06037577900,6037577900,2018,1280,1396,1422
1400000US06037578000,6037578000,2018,1073,1050,1070
1400000US06037599000,6037599000,2018,1029,1423,1449
1400000US06037600100,6037600100,2018,1774,1074,1094
1400000US06037600201,6037600201,2018,1207,1219,1241
1400000US06037600202,6037600202,2018,1657,1138,1159
1400000US06037600302,6037600302,2018,321,1200,1222
1400000US06037600303,6037600303,2018,1063,1068,1088
1400000US06037600304,6037600304,2018,882,982,1000
1400000US06037600400,6037600400,2018,719,1215,1237
1400000US06037600501,6037600501,2018,294,1280,1303
1400000US06037600601,6037600601,2018,397,1435,1461
1400000US06037600602,6037600602,2018,686,1198,1220
1400000US06037600702,6037600702,2018,338,1386,1411
1400000US06037600703,6037600703,2018,171,2061,2099
1400000US06037600704,6037600704,2018,669,1496,1524
1400000US06037600801,6037600801,2018,228,1565,1594
1400000US06037600802,6037600802,2018,685,1377,1402
1400000US06037600902,6037600902,2018,2016,1088,1108
1400000US06037600911,6037600911,2018,609,1227,1249
1400000US06037600912,6037600912,2018,803,1241,1264
1400000US06037601001,6037601001,2018,915,1076,1096
1400000US06037601002,6037601002,2018,1498,1252,1275
1400000US06037601100,6037601100,2018,1828,1258,1281
1400000US06037601202,6037601202,2018,515,1196,1218
1400000US06037601211,6037601211,2018,925,1235,1258
1400000US06037601212,6037601212,2018,1801,1207,1229
1400000US06037601301,6037601301,2018,260,1633,1663
1400000US06037601302,6037601302,2018,2367,1324,1348
1400000US06037601303,6037601303,2018,1790,1360,1385
1400000US06037601401,6037601401,2018,1194,1200,1222
1400000US06037601402,6037601402,2018,450,1274,1297
1400000US06037601501,6037601501,2018,888,1122,1143
1400000US06037601502,6037601502,2018,665,1191,1213
1400000US06037601600,6037601600,2018,634,1072,1092
1400000US06037601700,6037601700,2018,932,1183,1205
1400000US06037601801,6037601801,2018,570,1130,1151
1400000US06037601802,6037601802,2018,712,1104,1124
1400000US06037601900,6037601900,2018,964,1223,1245
1400000US06037602002,6037602002,2018,508,1197,1219
1400000US06037602003,6037602003,2018,812,1369,1394
1400000US06037602103,6037602103,2018,1794,1145,1166
1400000US06037602104,6037602104,2018,1413,1207,1229
1400000US06037602105,6037602105,2018,963,1208,1230
1400000US06037602106,6037602106,2018,1636,1086,1106
1400000US06037602201,6037602201,2018,1138,1580,1609
1400000US06037602202,6037602202,2018,350,1580,1609
1400000US06037602301,6037602301,2018,566,1206,1228
1400000US06037602302,6037602302,2018,290,2651,2699
1400000US06037602402,6037602402,2018,1036,1417,1443
1400000US06037602403,6037602403,2018,1437,1194,1216
1400000US06037602404,6037602404,2018,1548,1259,1282
1400000US06037602504,6037602504,2018,1571,1141,1162
1400000US06037602505,6037602505,2018,1552,1115,1135
1400000US06037602506,6037602506,2018,1614,1170,1191
1400000US06037602507,6037602507,2018,1525,1168,1189
1400000US06037602510,6037602510,2018,1100,1185,1207
1400000US06037602511,6037602511,2018,1102,1185,1207
1400000US06037602512,6037602512,2018,119,1246,1269
1400000US06037602513,6037602513,2018,699,1247,1270
1400000US06037602601,6037602601,2018,661,1206,1228
1400000US06037602602,6037602602,2018,330,1206,1228
1400000US06037602700,6037602700,2018,294,1592,1621
1400000US06037602801,6037602801,2018,874,1112,1132
1400000US06037602802,6037602802,2018,285,1258,1281
1400000US06037602900,6037602900,2018,618,979,997
1400000US06037603004,6037603004,2018,487,1193,1215
1400000US06037603005,6037603005,2018,1373,1288,1312
1400000US06037603006,6037603006,2018,502,1262,1285
1400000US06037603007,6037603007,2018,894,1146,1167
1400000US06037603008,6037603008,2018,625,1146,1167
1400000US06037603101,6037603101,2018,922,1374,1399
1400000US06037603102,6037603102,2018,886,1262,1285
1400000US06037603200,6037603200,2018,264,1267,1290
1400000US06037603301,6037603301,2018,997,1316,1340
1400000US06037603302,6037603302,2018,801,1296,1320
1400000US06037603400,6037603400,2018,546,1256,1279
1400000US06037603500,6037603500,2018,137,1726,1758
1400000US06037603600,6037603600,2018,486,1774,1806
1400000US06037603702,6037603702,2018,257,1706,1737
1400000US06037603703,6037603703,2018,93,2050,2088
1400000US06037603705,6037603705,2018,769,1148,1169
1400000US06037603706,6037603706,2018,1062,1148,1169
1400000US06037603801,6037603801,2018,1109,1368,1393
1400000US06037603802,6037603802,2018,707,1399,1425
1400000US06037603901,6037603901,2018,777,1241,1264
1400000US06037603902,6037603902,2018,793,1241,1264
1400000US06037604001,6037604001,2018,852,1639,1669
1400000US06037604002,6037604002,2018,1062,1419,1445
1400000US06037604101,6037604101,2018,622,1536,1564
1400000US06037604102,6037604102,2018,691,1536,1564
1400000US06037604200,6037604200,2018,786,1482,1509
1400000US06037609900,6037609900,2018,346,1422,1448
1400000US06037620001,6037620001,2018,775,1758,1790
1400000US06037620002,6037620002,2018,1029,1733,1765
1400000US06037620101,6037620101,2018,891,1868,1902
1400000US06037620102,6037620102,2018,1006,1772,1804
1400000US06037620201,6037620201,2018,635,2573,2620
1400000US06037620301,6037620301,2018,226,3097,3154
1400000US06037620303,6037620303,2018,292,2433,2478
1400000US06037620305,6037620305,2018,1110,2631,2679
1400000US06037620400,6037620400,2018,459,2566,2613
1400000US06037620501,6037620501,2018,1022,2159,2199
1400000US06037620521,6037620521,2018,856,1983,2019
1400000US06037620522,6037620522,2018,922,1907,1942
1400000US06037620601,6037620601,2018,1137,1661,1691
1400000US06037620602,6037620602,2018,427,1775,1808
1400000US06037620701,6037620701,2018,1121,1875,1909
1400000US06037620703,6037620703,2018,331,2238,2279
1400000US06037620704,6037620704,2018,429,2238,2279
1400000US06037620801,6037620801,2018,347,2076,2114
1400000US06037620802,6037620802,2018,374,2076,2114
1400000US06037620901,6037620901,2018,188,2367,2410
1400000US06037620904,6037620904,2018,438,2446,2491
1400000US06037621001,6037621001,2018,893,1915,1951
1400000US06037621005,6037621005,2018,1397,2204,2244
1400000US06037621102,6037621102,2018,354,2135,2174
1400000US06037621104,6037621104,2018,1964,2180,2220
1400000US06037621201,6037621201,2018,1181,1973,2009
1400000US06037621204,6037621204,2018,1306,2132,2171
1400000US06037621301,6037621301,2018,1450,2126,2165
1400000US06037621324,6037621324,2018,1322,1905,1940
1400000US06037621326,6037621326,2018,1253,2087,2125
1400000US06037621400,6037621400,2018,915,1861,1895
1400000US06037650001,6037650001,2018,726,1116,1136
1400000US06037650003,6037650003,2018,786,1330,1354
1400000US06037650004,6037650004,2018,861,1389,1414
1400000US06037650101,6037650101,2018,433,1552,1580
1400000US06037650102,6037650102,2018,171,1702,1733
1400000US06037650200,6037650200,2018,453,2077,2115
1400000US06037650300,6037650300,2018,1322,1634,1664
1400000US06037650401,6037650401,2018,374,2356,2399
1400000US06037650501,6037650501,2018,133,3052,3108
1400000US06037650502,6037650502,2018,478,1931,1966
1400000US06037650603,6037650603,2018,606,1291,1315
1400000US06037650604,6037650604,2018,2310,1540,1568
1400000US06037650605,6037650605,2018,769,1662,1692
1400000US06037650606,6037650606,2018,1366,1701,1732
1400000US06037650607,6037650607,2018,942,1701,1732
1400000US06037650701,6037650701,2018,172,3098,3155
1400000US06037650702,6037650702,2018,221,2768,2819
1400000US06037650801,6037650801,2018,601,2725,2775
1400000US06037650802,6037650802,2018,445,2725,2775
1400000US06037650901,6037650901,2018,1386,1526,1554
1400000US06037650903,6037650903,2018,756,1565,1594
1400000US06037650904,6037650904,2018,666,1565,1594
1400000US06037651001,6037651001,2018,412,1529,1557
1400000US06037651002,6037651002,2018,705,1507,1535
1400000US06037651101,6037651101,2018,791,1785,1818
1400000US06037651102,6037651102,2018,893,1610,1639
1400000US06037651201,6037651201,2018,194,2658,2707
1400000US06037651221,6037651221,2018,991,1508,1536
1400000US06037651222,6037651222,2018,1572,1740,1772
1400000US06037651302,6037651302,2018,547,1901,1936
1400000US06037651304,6037651304,2018,1081,1789,1822
1400000US06037651401,6037651401,2018,313,1598,1628
1400000US06037651402,6037651402,2018,769,1417,1443
1400000US06037670001,6037670001,2018,459,1301,1325
1400000US06037670002,6037670002,2018,830,1401,1427
1400000US06037670003,6037670003,2018,1146,1357,1382
1400000US06037670101,6037670101,2018,1067,1325,1349
1400000US06037670102,6037670102,2018,635,1319,1343
1400000US06037670201,6037670201,2018,309,2025,2062
1400000US06037670202,6037670202,2018,55,3179,3237
1400000US06037670324,6037670324,2018,254,2389,2433
1400000US06037670326,6037670326,2018,136,3501,3565
1400000US06037670328,6037670328,2018,240,2430,2475
1400000US06037670405,6037670405,2018,232,2506,2552
1400000US06037670406,6037670406,2018,28,2909,2962
1400000US06037670407,6037670407,2018,1142,2555,2602
1400000US06037670413,6037670413,2018,348,3501,3565
1400000US06037670416,6037670416,2018,565,2043,2080
1400000US06037670417,6037670417,2018,144,2900,2953
1400000US06037670418,6037670418,2018,202,3501,3565
1400000US06037670603,6037670603,2018,158,3007,3062
1400000US06037670604,6037670604,2018,417,3007,3062
1400000US06037670701,6037670701,2018,376,1875,1909
1400000US06037670702,6037670702,2018,74,3501,3565
1400000US06037700101,6037700101,2018,3268,1436,1462
1400000US06037700102,6037700102,2018,2729,1384,1409
1400000US06037700200,6037700200,2018,3988,1565,1594
