geoid,geoid20,year,denom_renters,med_gross_rent,med_gross_rent_adj
1400000US06037206202,6037206202,2014,919,428,462
1400000US06037206301,6037206301,2014,497,303,327
1400000US06037206302,6037206302,2014,171,303,327
1400000US06037206303,6037206303,2014,1597,303,327
1400000US06037207101,6037207101,2014,1315,1588,1715
1400000US06037207102,6037207102,2014,884,589,636
1400000US06037207103,6037207103,2014,732,1001,1081
1400000US06037207303,6037207303,2014,1166,734,793
1400000US06037207304,6037207304,2014,331,734,793
1400000US06037207305,6037207305,2014,1336,734,793
1400000US06037207306,6037207306,2014,1603,1643,1775
1400000US06037207307,6037207307,2014,485,1643,1775
1400000US06037207308,6037207308,2014,456,1643,1775
1400000US06037207501,6037207501,2014,1138,1647,1779
1400000US06037207502,6037207502,2014,1811,463,500
1400000US06037207711,6037207711,2014,1059,1767,1909
1400000US06037207712,6037207712,2014,621,1767,1909
1400000US06037207901,6037207901,2014,381,1867,2017
1400000US06037207902,6037207902,2014,1312,1867,2017
1400000US06037208001,6037208001,2014,1286,1090,1177
1400000US06037208002,6037208002,2014,883,1090,1177
1400000US06037208301,6037208301,2014,500,1069,1155
1400000US06037208302,6037208302,2014,1372,851,919
1400000US06037208401,6037208401,2014,1391,871,941
1400000US06037208402,6037208402,2014,724,1016,1098
1400000US06037208501,6037208501,2014,733,1097,1185
1400000US06037208502,6037208502,2014,1175,901,973
1400000US06037208610,6037208610,2014,1102,1055,1140
1400000US06037208620,6037208620,2014,1524,998,1078
1400000US06037208710,6037208710,2014,1620,1155,1248
1400000US06037208720,6037208720,2014,1506,784,847
1400000US06037208801,6037208801,2014,1257,860,929
1400000US06037208802,6037208802,2014,1296,841,909
1400000US06037208902,6037208902,2014,574,849,917
1400000US06037208903,6037208903,2014,1140,773,835
1400000US06037208904,6037208904,2014,1205,677,731
1400000US06037209103,6037209103,2014,990,810,875
1400000US06037209104,6037209104,2014,860,760,821
1400000US06037209105,6037209105,2014,460,791,854
1400000US06037209106,6037209106,2014,1224,791,854
1400000US06037209201,6037209201,2014,510,1172,1266
1400000US06037209202,6037209202,2014,738,1172,1266
1400000US06037209300,6037209300,2014,1866,893,965
1400000US06037209401,6037209401,2014,1342,706,763
1400000US06037209402,6037209402,2014,1152,821,887
1400000US06037209403,6037209403,2014,1304,683,738
1400000US06037209510,6037209510,2014,925,836,903
1400000US06037209520,6037209520,2014,838,819,885
1400000US06037209810,6037209810,2014,700,747,807
1400000US06037209820,6037209820,2014,664,775,837
1400000US06037210010,6037210010,2014,1074,764,825
1400000US06037211000,6037211000,2014,505,1891,2043
1400000US06037211121,6037211121,2014,896,1222,1320
1400000US06037211122,6037211122,2014,1223,1097,1185
1400000US06037211123,6037211123,2014,709,1289,1392
1400000US06037211124,6037211124,2014,1629,1289,1392
1400000US06037211201,6037211201,2014,924,995,1075
1400000US06037211202,6037211202,2014,901,929,1004
1400000US06037211310,6037211310,2014,1273,978,1057
1400000US06037211320,6037211320,2014,1107,840,907
1400000US06037211410,6037211410,2014,1045,1016,1098
1400000US06037211420,6037211420,2014,1041,927,1001
1400000US06037211500,6037211500,2014,1259,1120,1210
1400000US06037211701,6037211701,2014,788,1521,1643
1400000US06037211703,6037211703,2014,1776,1099,1187
1400000US06037211704,6037211704,2014,1468,1044,1128
1400000US06037211802,6037211802,2014,2041,1058,1143
1400000US06037211803,6037211803,2014,1576,1168,1262
1400000US06037211804,6037211804,2014,1219,1165,1259
1400000US06037211910,6037211910,2014,1594,1064,1149
1400000US06037211921,6037211921,2014,971,1061,1146
1400000US06037211922,6037211922,2014,1292,1026,1108
1400000US06037212101,6037212101,2014,1041,1285,1388
1400000US06037212102,6037212102,2014,1216,952,1028
1400000US06037212202,6037212202,2014,1129,814,879
1400000US06037212203,6037212203,2014,1029,791,854
1400000US06037212204,6037212204,2014,1166,778,840
1400000US06037212303,6037212303,2014,1233,782,845
1400000US06037212304,6037212304,2014,799,864,933
1400000US06037212305,6037212305,2014,1010,800,864
1400000US06037212306,6037212306,2014,1105,1058,1143
1400000US06037212410,6037212410,2014,1511,1217,1315
1400000US06037212420,6037212420,2014,1190,1009,1090
1400000US06037212501,6037212501,2014,893,1016,1098
1400000US06037212502,6037212502,2014,1135,1112,1201
1400000US06037212610,6037212610,2014,1471,1004,1085
1400000US06037212620,6037212620,2014,1685,1055,1140
1400000US06037212701,6037212701,2014,436,1110,1199
1400000US06037212702,6037212702,2014,844,1713,1851
1400000US06037212800,6037212800,2014,915,1107,1196
1400000US06037212900,6037212900,2014,1387,884,955
1400000US06037213100,6037213100,2014,657,997,1077
1400000US06037213201,6037213201,2014,1395,1025,1107
1400000US06037213202,6037213202,2014,1186,981,1060
1400000US06037213310,6037213310,2014,1060,1069,1155
1400000US06037213320,6037213320,2014,924,808,873
1400000US06037213401,6037213401,2014,1701,1021,1103
1400000US06037213402,6037213402,2014,1401,996,1076
1400000US06037214000,6037214000,2014,588,1883,2034
1400000US06037214100,6037214100,2014,1118,2000,2161
1400000US06037214400,6037214400,2014,1617,1669,1803
1400000US06037214501,6037214501,2014,1572,2000,2161
1400000US06037214503,6037214503,2014,1494,1865,2015
1400000US06037214504,6037214504,2014,1290,2000,2161
1400000US06037214505,6037214505,2014,1199,2000,2161
1400000US06037214600,6037214600,2014,948,1659,1792
1400000US06037214700,6037214700,2014,750,1831,1978
1400000US06037214800,6037214800,2014,1022,1785,1928
1400000US06037214902,6037214902,2014,1255,1730,1869
1400000US06037214903,6037214903,2014,699,1841,1989
1400000US06037214904,6037214904,2014,902,1841,1989
1400000US06037215101,6037215101,2014,1536,1401,1513
1400000US06037215102,6037215102,2014,2034,1532,1655
1400000US06037216100,6037216100,2014,381,1522,1644
1400000US06037216201,6037216201,2014,907,1630,1761
1400000US06037216202,6037216202,2014,987,1630,1761
1400000US06037216301,6037216301,2014,671,1619,1749
1400000US06037216302,6037216302,2014,844,1619,1749
1400000US06037216401,6037216401,2014,1830,1486,1605
1400000US06037216402,6037216402,2014,1215,1672,1806
1400000US06037216700,6037216700,2014,992,1470,1588
1400000US06037216800,6037216800,2014,954,1885,2036
1400000US06037216901,6037216901,2014,955,1353,1462
1400000US06037216902,6037216902,2014,532,1353,1462
1400000US06037217001,6037217001,2014,576,1586,1713
1400000US06037217002,6037217002,2014,1749,1509,1630
1400000US06037217101,6037217101,2014,701,1294,1398
1400000US06037217102,6037217102,2014,888,1294,1398
1400000US06037217200,6037217200,2014,1174,1285,1388
1400000US06037218110,6037218110,2014,874,983,1062
1400000US06037218120,6037218120,2014,1152,978,1057
1400000US06037218210,6037218210,2014,872,1104,1193
1400000US06037218220,6037218220,2014,1109,1081,1168
1400000US06037218300,6037218300,2014,1426,1094,1182
1400000US06037218400,6037218400,2014,1034,1056,1141
1400000US06037218500,6037218500,2014,680,1116,1206
1400000US06037218600,6037218600,2014,654,1252,1352
1400000US06037218701,6037218701,2014,462,981,1060
1400000US06037218702,6037218702,2014,586,825,891
1400000US06037218800,6037218800,2014,651,955,1032
1400000US06037218900,6037218900,2014,1770,1029,1112
1400000US06037219010,6037219010,2014,387,999,1079
1400000US06037219020,6037219020,2014,660,961,1038
1400000US06037219300,6037219300,2014,1105,1039,1122
1400000US06037219500,6037219500,2014,194,1114,1203
1400000US06037219700,6037219700,2014,730,1168,1262
1400000US06037219800,6037219800,2014,735,996,1076
1400000US06037219901,6037219901,2014,1028,991,1071
1400000US06037219902,6037219902,2014,656,1101,1189
1400000US06037220000,6037220000,2014,1547,1074,1160
1400000US06037220100,6037220100,2014,629,958,1035
1400000US06037221110,6037221110,2014,1014,891,963
1400000US06037221120,6037221120,2014,734,1010,1091
1400000US06037221210,6037221210,2014,714,997,1077
1400000US06037221220,6037221220,2014,930,897,969
1400000US06037221302,6037221302,2014,1204,1128,1219
1400000US06037221303,6037221303,2014,667,874,944
1400000US06037221304,6037221304,2014,1064,1075,1161
1400000US06037221401,6037221401,2014,1122,761,822
1400000US06037221402,6037221402,2014,742,1044,1128
1400000US06037221500,6037221500,2014,1007,857,926
1400000US06037221601,6037221601,2014,675,965,1042
1400000US06037221602,6037221602,2014,766,931,1006
1400000US06037221710,6037221710,2014,749,961,1038
1400000US06037221810,6037221810,2014,784,1045,1129
1400000US06037221820,6037221820,2014,1003,1380,1491
1400000US06037221900,6037221900,2014,874,991,1071
1400000US06037222001,6037222001,2014,278,1165,1259
1400000US06037222002,6037222002,2014,696,1021,1103
1400000US06037222100,6037222100,2014,772,1019,1101
1400000US06037222200,6037222200,2014,938,949,1025
1400000US06037222500,6037222500,2014,967,1135,1226
1400000US06037222600,6037222600,2014,1316,1096,1184
1400000US06037222700,6037222700,2014,186,1983,2142
1400000US06037224010,6037224010,2014,1035,575,621
1400000US06037224020,6037224020,2014,794,751,811
1400000US06037224200,6037224200,2014,628,805,870
1400000US06037224310,6037224310,2014,607,853,921
1400000US06037224320,6037224320,2014,920,726,784
1400000US06037224410,6037224410,2014,762,1002,1082
1400000US06037224420,6037224420,2014,639,671,725
1400000US06037224600,6037224600,2014,655,870,940
1400000US06037224701,6037224701,2014,347,1514,1636
1400000US06037224702,6037224702,2014,583,1514,1636
1400000US06037226001,6037226001,2014,356,976,1054
1400000US06037226002,6037226002,2014,682,611,660
1400000US06037226410,6037226410,2014,658,923,997
1400000US06037226420,6037226420,2014,1086,885,956
1400000US06037226701,6037226701,2014,485,983,1062
1400000US06037226702,6037226702,2014,525,983,1062
1400000US06037227010,6037227010,2014,774,1116,1206
1400000US06037227020,6037227020,2014,539,902,974
1400000US06037228100,6037228100,2014,569,1064,1149
1400000US06037228210,6037228210,2014,683,995,1075
1400000US06037228220,6037228220,2014,651,948,1024
1400000US06037228310,6037228310,2014,637,1062,1147
1400000US06037228320,6037228320,2014,455,995,1075
1400000US06037228410,6037228410,2014,498,1079,1166
1400000US06037228420,6037228420,2014,588,897,969
1400000US06037228500,6037228500,2014,835,966,1044
1400000US06037228600,6037228600,2014,814,1015,1096
1400000US06037228710,6037228710,2014,652,1025,1107
1400000US06037228720,6037228720,2014,708,1124,1214
1400000US06037228800,6037228800,2014,888,887,958
1400000US06037228900,6037228900,2014,593,567,613
1400000US06037229100,6037229100,2014,561,1174,1268
1400000US06037229200,6037229200,2014,781,842,910
1400000US06037229300,6037229300,2014,1007,1040,1123
1400000US06037229410,6037229410,2014,538,1020,1102
1400000US06037229420,6037229420,2014,614,1127,1217
1400000US06037231100,6037231100,2014,544,847,915
1400000US06037231210,6037231210,2014,952,920,994
1400000US06037231220,6037231220,2014,1122,896,968
1400000US06037231301,6037231301,2014,420,990,1069
1400000US06037231302,6037231302,2014,761,990,1069
1400000US06037231400,6037231400,2014,795,1029,1112
1400000US06037231500,6037231500,2014,552,1106,1195
1400000US06037231601,6037231601,2014,480,935,1010
1400000US06037231602,6037231602,2014,474,935,1010
1400000US06037231603,6037231603,2014,482,935,1010
1400000US06037231710,6037231710,2014,1036,947,1023
1400000US06037231720,6037231720,2014,1073,1023,1105
1400000US06037231800,6037231800,2014,1048,967,1045
1400000US06037231901,6037231901,2014,441,944,1020
1400000US06037231902,6037231902,2014,584,944,1020
1400000US06037232110,6037232110,2014,636,929,1004
1400000US06037232120,6037232120,2014,1032,902,974
1400000US06037232200,6037232200,2014,505,1004,1085
1400000US06037232300,6037232300,2014,443,1119,1209
1400000US06037232401,6037232401,2014,531,967,1045
1400000US06037232402,6037232402,2014,506,967,1045
1400000US06037232500,6037232500,2014,1011,1088,1175
1400000US06037232601,6037232601,2014,356,1009,1090
1400000US06037232602,6037232602,2014,716,1009,1090
1400000US06037232701,6037232701,2014,386,1083,1170
1400000US06037232702,6037232702,2014,630,1083,1170
1400000US06037232800,6037232800,2014,583,988,1067
1400000US06037234001,6037234001,2014,381,1034,1117
1400000US06037234002,6037234002,2014,318,1034,1117
1400000US06037234200,6037234200,2014,456,933,1008
1400000US06037234301,6037234301,2014,1077,1139,1230
1400000US06037234302,6037234302,2014,783,1139,1230
1400000US06037234501,6037234501,2014,448,1006,1087
1400000US06037234502,6037234502,2014,625,974,1052
1400000US06037234600,6037234600,2014,789,1120,1210
1400000US06037234700,6037234700,2014,935,992,1072
1400000US06037234800,6037234800,2014,317,1151,1243
1400000US06037234901,6037234901,2014,990,944,1020
1400000US06037234902,6037234902,2014,1162,956,1033
1400000US06037235100,6037235100,2014,502,1246,1346
1400000US06037235201,6037235201,2014,411,1189,1284
1400000US06037235202,6037235202,2014,1342,965,1042
1400000US06037236001,6037236001,2014,231,1323,1429
1400000US06037236101,6037236101,2014,1270,955,1032
1400000US06037236102,6037236102,2014,999,955,1032
1400000US06037236203,6037236203,2014,1422,1048,1132
1400000US06037236204,6037236204,2014,1211,995,1075
1400000US06037236205,6037236205,2014,863,1000,1080
1400000US06037236206,6037236206,2014,1421,1000,1080
1400000US06037236400,6037236400,2014,983,1221,1319
1400000US06037237101,6037237101,2014,713,1025,1107
1400000US06037237102,6037237102,2014,587,941,1017
1400000US06037237201,6037237201,2014,489,1009,1090
1400000US06037237202,6037237202,2014,711,1087,1174
1400000US06037237300,6037237300,2014,838,1150,1242
1400000US06037237401,6037237401,2014,470,896,968
1400000US06037237402,6037237402,2014,455,714,771
1400000US06037237500,6037237500,2014,626,1009,1090
1400000US06037237600,6037237600,2014,814,901,973
1400000US06037237710,6037237710,2014,742,1040,1123
1400000US06037237720,6037237720,2014,648,971,1049
1400000US06037237800,6037237800,2014,447,1192,1288
1400000US06037237900,6037237900,2014,538,1149,1241
1400000US06037238000,6037238000,2014,846,1279,1382
1400000US06037238100,6037238100,2014,742,934,1009
1400000US06037238200,6037238200,2014,1463,1090,1177
1400000US06037238310,6037238310,2014,1167,989,1068
1400000US06037238320,6037238320,2014,848,929,1004
1400000US06037238400,6037238400,2014,691,971,1049
1400000US06037239201,6037239201,2014,629,1179,1274
1400000US06037239202,6037239202,2014,607,1143,1235
1400000US06037239310,6037239310,2014,697,1037,1120
1400000US06037239320,6037239320,2014,606,1100,1188
1400000US06037239330,6037239330,2014,449,1068,1154
1400000US06037239501,6037239501,2014,626,983,1062
1400000US06037239502,6037239502,2014,486,973,1051
1400000US06037239601,6037239601,2014,593,956,1033
1400000US06037239602,6037239602,2014,629,1081,1168
1400000US06037239701,6037239701,2014,699,947,1023
1400000US06037239702,6037239702,2014,755,997,1077
1400000US06037239801,6037239801,2014,551,1078,1165
1400000US06037239802,6037239802,2014,884,1059,1144
1400000US06037240010,6037240010,2014,763,983,1062
1400000US06037240020,6037240020,2014,623,1170,1264
1400000US06037240200,6037240200,2014,997,1154,1247
1400000US06037240301,6037240301,2014,595,892,964
1400000US06037240302,6037240302,2014,437,892,964
1400000US06037240401,6037240401,2014,860,988,1067
1400000US06037240402,6037240402,2014,531,873,943
1400000US06037240500,6037240500,2014,998,1201,1297
1400000US06037240600,6037240600,2014,797,1028,1111
1400000US06037240700,6037240700,2014,776,965,1042
1400000US06037240800,6037240800,2014,577,963,1040
1400000US06037240901,6037240901,2014,241,1055,1140
1400000US06037240902,6037240902,2014,494,1055,1140
1400000US06037241001,6037241001,2014,651,1076,1162
1400000US06037241002,6037241002,2014,542,1310,1415
1400000US06037241110,6037241110,2014,470,1231,1330
1400000US06037241120,6037241120,2014,817,1115,1205
1400000US06037241201,6037241201,2014,432,1287,1390
1400000US06037241202,6037241202,2014,872,1085,1172
1400000US06037241300,6037241300,2014,397,1036,1119
1400000US06037241400,6037241400,2014,606,1293,1397
1400000US06037242000,6037242000,2014,626,1016,1098
1400000US06037242100,6037242100,2014,793,604,653
1400000US06037242201,6037242201,2014,478,859,928
1400000US06037242202,6037242202,2014,470,859,928
1400000US06037242300,6037242300,2014,729,1055,1140
1400000US06037242600,6037242600,2014,1134,438,473
1400000US06037242700,6037242700,2014,687,1129,1220
1400000US06037243001,6037243001,2014,286,1240,1340
1400000US06037243002,6037243002,2014,323,1243,1342
1400000US06037243100,6037243100,2014,882,777,839
1400000US06037261102,6037261102,2014,113,1625,1755
1400000US06037261103,6037261103,2014,66,2000,2161
1400000US06037261104,6037261104,2014,145,2000,2161
1400000US06037261200,6037261200,2014,260,2000,2161
1400000US06037262100,6037262100,2014,108,2000,2161
1400000US06037262200,6037262200,2014,402,1911,2064
1400000US06037262301,6037262301,2014,51,2000,2161
1400000US06037262302,6037262302,2014,151,1910,2063
1400000US06037262303,6037262303,2014,114,2000,2161
1400000US06037262400,6037262400,2014,55,2000,2161
1400000US06037262501,6037262501,2014,204,2000,2161
1400000US06037262601,6037262601,2014,141,2000,2161
1400000US06037262604,6037262604,2014,572,2000,2161
1400000US06037262704,6037262704,2014,473,2000,2161
1400000US06037262706,6037262706,2014,334,1851,2000
1400000US06037262802,6037262802,2014,256,1936,2091
1400000US06037264000,6037264000,2014,224,2000,2161
1400000US06037264102,6037264102,2014,921,1933,2088
1400000US06037264103,6037264103,2014,1048,1740,1880
1400000US06037264303,6037264303,2014,1256,1813,1959
1400000US06037264304,6037264304,2014,1182,1813,1959
1400000US06037264305,6037264305,2014,1431,1943,2099
1400000US06037264306,6037264306,2014,380,1943,2099
1400000US06037265100,6037265100,2014,595,2000,2161
1400000US06037265201,6037265201,2014,361,1372,1482
1400000US06037265203,6037265203,2014,795,2000,2161
1400000US06037265204,6037265204,2014,681,2000,2161
1400000US06037265303,6037265303,2014,1462,1783,1926
1400000US06037265304,6037265304,2014,966,1364,1473
1400000US06037265306,6037265306,2014,521,1617,1747
1400000US06037265307,6037265307,2014,1216,1617,1747
1400000US06037265410,6037265410,2014,290,1744,1884
1400000US06037265420,6037265420,2014,250,2000,2161
1400000US06037265521,6037265521,2014,650,1821,1967
1400000US06037265522,6037265522,2014,1254,1821,1967
1400000US06037265523,6037265523,2014,662,2000,2161
1400000US06037265524,6037265524,2014,839,2000,2161
1400000US06037265601,6037265601,2014,826,1837,1984
1400000US06037265602,6037265602,2014,591,2000,2161
1400000US06037265701,6037265701,2014,919,1921,2075
1400000US06037265702,6037265702,2014,402,1921,2075
1400000US06037267101,6037267101,2014,685,1694,1830
1400000US06037267102,6037267102,2014,876,1694,1830
1400000US06037267201,6037267201,2014,828,1863,2013
1400000US06037267202,6037267202,2014,795,1863,2013
1400000US06037267300,6037267300,2014,1965,1359,1468
1400000US06037267403,6037267403,2014,1505,1647,1779
1400000US06037267404,6037267404,2014,1369,1929,2084
1400000US06037267405,6037267405,2014,1055,1520,1642
1400000US06037267406,6037267406,2014,1063,1520,1642
1400000US06037267502,6037267502,2014,1246,1481,1600
1400000US06037267503,6037267503,2014,969,1423,1537
1400000US06037267504,6037267504,2014,1257,1423,1537
1400000US06037267600,6037267600,2014,680,1581,1708
1400000US06037267700,6037267700,2014,1197,1494,1614
1400000US06037267800,6037267800,2014,412,1840,1988
1400000US06037267901,6037267901,2014,399,2000,2161
1400000US06037267902,6037267902,2014,622,1887,2038
1400000US06037269000,6037269000,2014,1081,2000,2161
1400000US06037269100,6037269100,2014,1265,1926,2081
1400000US06037269300,6037269300,2014,285,2000,2161
1400000US06037269500,6037269500,2014,36,2000,2161
1400000US06037269601,6037269601,2014,922,1176,1270
1400000US06037269602,6037269602,2014,926,1317,1423
1400000US06037269700,6037269700,2014,930,1346,1454
1400000US06037269800,6037269800,2014,1294,1384,1495
1400000US06037269903,6037269903,2014,1675,1369,1479
1400000US06037269905,6037269905,2014,1267,1415,1529
1400000US06037269906,6037269906,2014,1342,1519,1641
1400000US06037269907,6037269907,2014,1203,1249,1349
1400000US06037269908,6037269908,2014,986,1330,1437
1400000US06037269909,6037269909,2014,1000,1330,1437
1400000US06037270101,6037270101,2014,1436,1406,1519
1400000US06037270102,6037270102,2014,753,1406,1519
1400000US06037270200,6037270200,2014,844,1189,1284
1400000US06037270300,6037270300,2014,400,1232,1331
1400000US06037271100,6037271100,2014,409,1495,1615
1400000US06037271200,6037271200,2014,967,1503,1624
1400000US06037271300,6037271300,2014,753,1676,1811
1400000US06037271400,6037271400,2014,218,2000,2161
1400000US06037271500,6037271500,2014,623,1594,1722
1400000US06037271600,6037271600,2014,1361,1673,1807
1400000US06037271702,6037271702,2014,1465,1500,1620
1400000US06037271703,6037271703,2014,983,1545,1669
1400000US06037271704,6037271704,2014,1178,1545,1669
1400000US06037271801,6037271801,2014,1361,1400,1512
1400000US06037271803,6037271803,2014,938,1464,1582
1400000US06037271804,6037271804,2014,1431,1464,1582
1400000US06037271901,6037271901,2014,926,1471,1589
1400000US06037271902,6037271902,2014,1121,1199,1295
1400000US06037272100,6037272100,2014,544,1635,1766
1400000US06037272201,6037272201,2014,940,1390,1502
1400000US06037272202,6037272202,2014,1247,1332,1439
1400000US06037272301,6037272301,2014,778,1352,1461
1400000US06037272302,6037272302,2014,1654,1228,1327
1400000US06037273100,6037273100,2014,271,2000,2161
1400000US06037273200,6037273200,2014,1109,1752,1893
1400000US06037273300,6037273300,2014,1292,1652,1785
1400000US06037273403,6037273403,2014,1077,1416,1530
1400000US06037273404,6037273404,2014,585,1416,1530
1400000US06037273502,6037273502,2014,1412,1642,1774
1400000US06037273600,6037273600,2014,573,2000,2161
1400000US06037273700,6037273700,2014,627,1433,1548
1400000US06037273800,6037273800,2014,1046,1678,1813
1400000US06037273902,6037273902,2014,1351,2000,2161
1400000US06037274100,6037274100,2014,1434,2000,2161
1400000US06037274202,6037274202,2014,1170,1914,2068
1400000US06037275101,6037275101,2014,317,1640,1772
1400000US06037275102,6037275102,2014,863,1132,1223
1400000US06037275200,6037275200,2014,1323,1293,1397
1400000US06037275311,6037275311,2014,1402,1484,1603
1400000US06037275312,6037275312,2014,486,2000,2161
1400000US06037275313,6037275313,2014,578,2000,2161
1400000US06037275400,6037275400,2014,817,2000,2161
1400000US06037275500,6037275500,2014,1164,758,819
1400000US06037275603,6037275603,2014,525,1315,1421
1400000US06037275604,6037275604,2014,1278,2000,2161
1400000US06037275605,6037275605,2014,860,2000,2161
1400000US06037276000,6037276000,2014,566,1742,1882
1400000US06037276101,6037276101,2014,820,1719,1857
1400000US06037276102,6037276102,2014,1647,1719,1857
1400000US06037276400,6037276400,2014,306,2000,2161
1400000US06037276500,6037276500,2014,230,1912,2065
1400000US06037276601,6037276601,2014,543,1686,1821
1400000US06037276605,6037276605,2014,974,1773,1915
1400000US06037276606,6037276606,2014,889,1773,1915
1400000US06037276607,6037276607,2014,907,1731,1870
1400000US06037276608,6037276608,2014,684,1731,1870
1400000US06037277000,6037277000,2014,321,2000,2161
1400000US06037277100,6037277100,2014,148,2000,2161
1400000US06037277200,6037277200,2014,836,1426,1540
1400000US06037277400,6037277400,2014,603,1201,1297
1400000US06037278001,6037278001,2014,376,1532,1655
1400000US06037278102,6037278102,2014,758,2000,2161
1400000US06037291110,6037291110,2014,837,962,1039
1400000US06037291120,6037291120,2014,422,934,1009
1400000US06037291130,6037291130,2014,298,938,1013
1400000US06037291210,6037291210,2014,811,967,1045
1400000US06037291220,6037291220,2014,615,985,1064
1400000US06037291300,6037291300,2014,184,1272,1374
1400000US06037292001,6037292001,2014,1160,1305,1410
1400000US06037292002,6037292002,2014,154,1305,1410
1400000US06037293203,6037293203,2014,523,1065,1150
1400000US06037293204,6037293204,2014,680,1065,1150
1400000US06037293205,6037293205,2014,865,1051,1135
1400000US06037293206,6037293206,2014,568,1051,1135
1400000US06037293301,6037293301,2014,274,1493,1613
1400000US06037293302,6037293302,2014,621,1313,1418
1400000US06037293304,6037293304,2014,971,1038,1121
1400000US06037293306,6037293306,2014,201,1323,1429
1400000US06037293307,6037293307,2014,658,1001,1081
1400000US06037294110,6037294110,2014,373,1122,1212
1400000US06037294120,6037294120,2014,300,1212,1309
1400000US06037294200,6037294200,2014,472,1083,1170
1400000US06037294301,6037294301,2014,206,1348,1456
1400000US06037294302,6037294302,2014,563,964,1041
1400000US06037294410,6037294410,2014,861,1014,1095
1400000US06037294421,6037294421,2014,668,990,1069
1400000US06037294510,6037294510,2014,562,1118,1208
1400000US06037294520,6037294520,2014,597,999,1079
1400000US06037294610,6037294610,2014,741,950,1026
1400000US06037294620,6037294620,2014,523,1113,1202
1400000US06037294701,6037294701,2014,655,899,971
1400000US06037294810,6037294810,2014,884,1089,1176
1400000US06037294820,6037294820,2014,760,937,1012
1400000US06037294830,6037294830,2014,730,865,934
1400000US06037294900,6037294900,2014,582,990,1069
1400000US06037295103,6037295103,2014,515,2000,2161
1400000US06037296210,6037296210,2014,785,864,933
1400000US06037296220,6037296220,2014,1394,801,865
1400000US06037296300,6037296300,2014,667,1444,1560
1400000US06037296401,6037296401,2014,304,1417,1531
1400000US06037296402,6037296402,2014,388,1259,1360
1400000US06037296500,6037296500,2014,928,1040,1123
1400000US06037296600,6037296600,2014,1501,1062,1147
1400000US06037296901,6037296901,2014,1283,1001,1081
1400000US06037296902,6037296902,2014,1247,1182,1277
1400000US06037297001,6037297001,2014,511,1269,1371
1400000US06037297002,6037297002,2014,572,1269,1371
1400000US06037297110,6037297110,2014,1358,981,1060
1400000US06037297120,6037297120,2014,916,1132,1223
1400000US06037297201,6037297201,2014,822,1211,1308
1400000US06037297202,6037297202,2014,831,1253,1354
1400000US06037297300,6037297300,2014,382,2000,2161
1400000US06037297400,6037297400,2014,237,1992,2152
1400000US06037297501,6037297501,2014,403,1347,1455
1400000US06037297502,6037297502,2014,365,1347,1455
1400000US06037297601,6037297601,2014,884,1474,1593
1400000US06037297602,6037297602,2014,1033,1175,1269
1400000US06037300100,6037300100,2014,105,2000,2161
1400000US06037300200,6037300200,2014,604,1507,1627
1400000US06037300301,6037300301,2014,430,2000,2161
1400000US06037300400,6037300400,2014,495,1645,1777
1400000US06037300501,6037300501,2014,261,2000,2161
1400000US06037300503,6037300503,2014,1145,1356,1465
1400000US06037300601,6037300601,2014,586,1390,1502
1400000US06037300602,6037300602,2014,1293,1377,1488
1400000US06037300701,6037300701,2014,456,1834,1981
1400000US06037300702,6037300702,2014,290,2000,2161
1400000US06037300800,6037300800,2014,1307,1448,1564
1400000US06037300901,6037300901,2014,338,1772,1914
1400000US06037300902,6037300902,2014,19,2000,2161
1400000US06037301000,6037301000,2014,1333,1249,1349
1400000US06037301100,6037301100,2014,1430,1446,1562
1400000US06037301203,6037301203,2014,1125,1601,1730
1400000US06037301204,6037301204,2014,1860,1487,1606
1400000US06037301205,6037301205,2014,166,1725,1863
1400000US06037301206,6037301206,2014,1223,1562,1687
1400000US06037301300,6037301300,2014,48,2000,2161
1400000US06037301400,6037301400,2014,87,2000,2161
1400000US06037301501,6037301501,2014,137,1218,1316
1400000US06037301502,6037301502,2014,2223,1444,1560
1400000US06037301601,6037301601,2014,2060,1290,1394
1400000US06037301602,6037301602,2014,980,1130,1221
1400000US06037301701,6037301701,2014,443,1153,1246
1400000US06037301702,6037301702,2014,1449,1249,1349
1400000US06037301801,6037301801,2014,1188,1243,1343
1400000US06037301802,6037301802,2014,856,1366,1476
1400000US06037301901,6037301901,2014,937,1370,1480
1400000US06037301902,6037301902,2014,1303,1370,1480
1400000US06037302002,6037302002,2014,1310,1282,1385
1400000US06037302003,6037302003,2014,1219,1190,1286
1400000US06037302004,6037302004,2014,1439,1211,1308
1400000US06037302102,6037302102,2014,1813,1276,1378
1400000US06037302103,6037302103,2014,1575,1327,1434
1400000US06037302104,6037302104,2014,1283,1275,1377
1400000US06037302201,6037302201,2014,1513,1103,1192
1400000US06037302202,6037302202,2014,1653,1185,1280
1400000US06037302301,6037302301,2014,1114,1501,1621
1400000US06037302302,6037302302,2014,1493,1209,1306
1400000US06037302401,6037302401,2014,1979,1043,1127
1400000US06037302503,6037302503,2014,1333,1280,1383
1400000US06037302504,6037302504,2014,1238,1121,1211
1400000US06037302505,6037302505,2014,1370,1181,1276
1400000US06037302506,6037302506,2014,966,1208,1305
1400000US06037310100,6037310100,2014,176,2000,2161
1400000US06037310201,6037310201,2014,1177,1450,1566
